rn,D08,R08,D16,R16
1296,1160,9,0,0
1297,745,132,399,58
1298,798,67,1017,98
1299,1913,15,1174,18
1300,1224,33,692,46
1301,293,17,0,0
1302,170,39,895,124
1303,569,136,555,107
1304,1230,498,814,262
1305,392,87,344,64
1306,474,231,429,175
1307,506,315,0,0
1308,742,556,1015,598
1309,607,353,606,208
1310,576,259,578,208
1311,816,506,1385,668
1312,1374,58,0,0
1313,1106,39,1611,92
1314,604,477,496,414
1315,768,5,0,0
1316,1837,16,472,3
1317,898,140,653,117
1318,466,494,0,0
1319,0,0,1314,33
1320,787,29,566,18
1321,0,0,378,469
1322,153,142,565,438
1323,743,288,310,43
1324,339,195,546,282
1325,533,213,0,0
1326,632,258,2117,288
1327,2871,195,0,0
1328,1620,130,1627,153
1329,2180,93,563,18
1330,2124,70,351,6
1331,2506,105,1158,49
1332,2339,96,1351,53
1333,268,216,182,4
1334,176,161,262,368
1335,0,0,463,19
1337,205,144,0,0
1338,569,439,1138,749
1339,825,416,0,0
1340,298,203,63,77
1341,272,138,248,155
1342,0,0,151,87
1343,753,595,553,353
1344,931,245,654,187
1345,0,0,356,196
1346,872,245,0,0
1347,1075,156,0,0
1348,1232,168,1019,170
1349,951,139,805,162
1350,251,73,0,0
1351,2081,318,2406,409
1352,995,275,708,181
1353,1025,710,885,544
1354,1619,559,0,0
1355,2086,463,0,0
1357,0,0,1774,499
1358,1500,331,968,251
1359,1435,82,729,86
1360,2281,44,1303,61
1361,1893,53,999,33
1362,1231,129,0,0
1363,2356,113,2367,93
1364,2549,21,0,0
1365,2326,58,1505,44
1366,1402,36,891,37
1367,604,12,210,2
1368,1763,25,0,0
1369,686,124,419,55
1370,305,130,516,68
1371,1918,793,1408,458
1372,1345,455,1044,243
1373,1322,334,1042,197
1374,1390,292,1329,237
1375,392,105,280,80
1376,1246,10,490,10
1377,2081,28,900,24
1378,1802,14,0,0
1379,1114,9,1167,15
1380,1225,118,511,92
1381,1055,889,949,971
1382,856,929,0,0
1383,605,618,0,0
1384,1412,603,0,0
1385,860,333,1513,885
1386,781,34,0,0
1387,2417,29,552,13
1388,2226,21,1750,60
1389,1096,37,660,30
1390,853,12,0,0
1391,1273,62,1224,117
1392,1268,35,0,0
1393,1389,250,1074,1551
1394,1359,36,628,9
1395,862,15,833,20
